URLs,Focus keyword,Meta Title,Meta Description ,Meta Description
https://docs.dyte.io/angular-ui-kit/components/dyte-participants-audio,,dyte-participants-audio | Dyte Docs,,A component which plays all the audio from participants and screenshares.
https://docs.dyte.io/angular-ui-kit/components/dyte-participants-stage-list,,dyte-participants-stage-list | Dyte Docs,,"A component which lists all participants, with ability to"
https://docs.dyte.io/angular-ui-kit/components/dyte-participants-toggle,,dyte-participants-toggle | Dyte Docs,,A button which toggles visibility of participants.
https://docs.dyte.io/angular-ui-kit/components/dyte-permissions-message,,dyte-permissions-message | Dyte Docs,,A component which shows permission related troubleshooting
https://docs.dyte.io/angular-ui-kit/components/dyte-plugin-main,,dyte-plugin-main | Dyte Docs,,A component which loads a plugin.
https://docs.dyte.io/angular-ui-kit/components/dyte-plugins,,dyte-plugins | Dyte Docs,,"A component which lists all available plugins from their preset,"
https://docs.dyte.io/angular-ui-kit/components/dyte-plugins-toggle,,dyte-plugins-toggle | Dyte Docs,,A button which toggles visibility of plugins.
https://docs.dyte.io/angular-ui-kit/components/dyte-poll,,dyte-poll | Dyte Docs,,A poll component.
https://docs.dyte.io/angular-ui-kit/components/dyte-poll-form,,dyte-poll-form | Dyte Docs,,A component that lets you create a poll.
https://docs.dyte.io/angular-ui-kit/components/dyte-polls,,dyte-polls | Dyte Docs,,A component which lists all available plugins a user can access with
https://docs.dyte.io/angular-ui-kit/components/dyte-polls-toggle,,dyte-polls-toggle | Dyte Docs,,A button which toggles visibility of polls.
https://docs.dyte.io/angular-ui-kit/components/dyte-recording-indicator,,dyte-recording-indicator | Dyte Docs,,A component which indicates the recording status of a meeting.
https://docs.dyte.io/angular-ui-kit/components/dyte-recording-toggle,,dyte-recording-toggle | Dyte Docs,,A button which toggles recording state of a meeting.
https://docs.dyte.io/angular-ui-kit/components/dyte-remote-access-manager,,dyte-remote-access-manager | Dyte Docs,,A component which lets a user manage remote access requests for their screen.
https://docs.dyte.io/angular-ui-kit/components/dyte-screen-share-toggle,,dyte-screen-share-toggle | Dyte Docs,,A button which toggles your screenshare.
https://docs.dyte.io/angular-ui-kit/components/dyte-screenshare-view,,dyte-screenshare-view | Dyte Docs,,A component which plays a participant's screenshared video.
https://docs.dyte.io/angular-ui-kit/components/dyte-settings,,dyte-settings | Dyte Docs,,A settings component to see and change your audio/video devices
https://docs.dyte.io/angular-ui-kit/components/dyte-settings-audio,,dyte-settings-audio | Dyte Docs,,A component which lets to manage your audio devices and audio preferences.
https://docs.dyte.io/angular-ui-kit/components/dyte-settings-toggle,,dyte-settings-toggle | Dyte Docs,,A button which toggles visibility of chat.
https://docs.dyte.io/angular-ui-kit/components/dyte-settings-video,,dyte-settings-video | Dyte Docs,,A component which lets to manage your camera devices and your video preferences.
https://docs.dyte.io/angular-ui-kit/components/dyte-setup-screen,,dyte-setup-screen | Dyte Docs,,"A screen shown before joining the meeting, where you can edit your display name,"
https://docs.dyte.io/angular-ui-kit/components/dyte-sidebar,,dyte-sidebar | Dyte Docs,,A component which handles the sidebar and
https://docs.dyte.io/angular-ui-kit/components/dyte-simple-grid,,dyte-simple-grid | Dyte Docs,,A grid component which renders only the participants in a simple grid.
https://docs.dyte.io/angular-ui-kit/components/dyte-spinner,,dyte-spinner | Dyte Docs,,A component which shows an animating spinner.
https://docs.dyte.io/angular-ui-kit/components/dyte-spotlight-grid,,dyte-spotlight-grid | Dyte Docs,,A grid component that renders two lists of participants: pinnedParticipants and participants.
https://docs.dyte.io/angular-ui-kit/components/dyte-stage,,dyte-stage | Dyte Docs,,A component used as a stage that commonly houses
https://docs.dyte.io/angular-ui-kit/components/dyte-switch,,dyte-switch | Dyte Docs,,A switch component which follows Dyte's Design System.
https://docs.dyte.io/angular-ui-kit/components/dyte-text-field,,dyte-text-field | Dyte Docs,,A text field component.
https://docs.dyte.io/angular-ui-kit/components/dyte-text-message,,dyte-text-message | Dyte Docs,,A component which renders a text message from chat.
https://docs.dyte.io/angular-ui-kit/components/dyte-tooltip,,dyte-tooltip | Dyte Docs,,Tooltip component which follows Dyte's Design System.
https://docs.dyte.io/angular-ui-kit/components/dyte-viewer-count,,dyte-viewer-count | Dyte Docs,,A component which shows count of total joined participants in a meeting.
https://docs.dyte.io/angular-ui-kit/customizations/custom-iconpack,,Customize Meeting Icons | Dyte Docs,,"Dyte's UI Kit provides all the necessary UI components to allow complete customization of all its UI Kit components. You can customize your meeting icons such as chat, clock, leave meeting, mic on and off, and more."
https://docs.dyte.io/angular-ui-kit/customizations/custom-locale,,Customize Meeting Locale | Dyte Docs,,Dyte's UI Kit allows you to customize all the text within the video call interface. You can personalize the text to align with your specific locale needs.
https://docs.dyte.io/angular-ui-kit/design-system,,Design System | Dyte Docs,,Details about the Design System in Dyte's UI Kit.
https://docs.dyte.io/angular-ui-kit/quickstart,,Quickstart | Dyte Docs,,This quickstart shows how to use Dyte's UI Kit prebuilt components to add live
https://docs.dyte.io/angular-ui-kit/reference,,Reference | Dyte Docs,,Interfaces
https://docs.dyte.io/angular-ui-kit/reference/classes/DyteNotificationsAudio,,Class: DyteNotificationsAudio | Dyte Docs,,Handles notification sounds in a meeting
https://docs.dyte.io/angular-ui-kit/reference/interfaces/Notification,,Interface: Notification | Dyte Docs,,"Notification object type, which is used in ``."
https://docs.dyte.io/angular-ui-kit/reference/interfaces/PollObject,,Interface: PollObject | Dyte Docs,,Properties
https://docs.dyte.io/angular-ui-kit/reference/interfaces/States,,Interface: States | Dyte Docs,,Global States object which are shared among components
https://docs.dyte.io/angular-ui-kit/reference/interfaces/UIConfig,,Interface: UIConfig | Dyte Docs,,A UI Config object defines the UI of the meeting
https://docs.dyte.io/angular-ui-kit/reference/interfaces/UserPreferences,,Interface: UserPreferences | Dyte Docs,,User preferences object type which are
https://docs.dyte.io/angular-ui-kit/release-notes,,Release Notes | Dyte Docs,,"The release notes lists all new features, resolved issues, and known issues of Angular UI Kit in chronological order."
https://docs.dyte.io/api,,API Reference | Dyte Docs,,Dyte REST API Reference
https://docs.dyte.io/api/v2,,Dyte Docs,,No meta description found
https://docs.dyte.io/cli,,Dyte CLI | Dyte Docs,,The Dyte CLI is a unified utility that helps you manage Dyte services for your
https://docs.dyte.io/cli/getting-started,,Getting started | Dyte Docs,,The Dyte CLI needs a little bit of work to get started. We're working on
https://docs.dyte.io/cli/meetings,,Meetings | Dyte Docs,,"The CLI allows you to perform some basic functions with meetings, including"
https://docs.dyte.io/cli/plugins,,Plugins | Dyte Docs,,"You may create, manage, and host your own custom plugins with the help of the"
https://docs.dyte.io/cli/recording,,Recordings | Dyte Docs,,"The CLI lets you start, stop, view and configure meeting recordings."
https://docs.dyte.io/cli/webhooks,,Webhooks | Dyte Docs,,"Instead of polling our APIs, you can use webhooks to get information as it is"
https://docs.dyte.io/community-packages,,Community packages | Dyte Docs,,"At Dyte, we believe in empowering developers to create innovative solutions that go beyond our own use cases. By opening access to some of our resources, we aim to foster creativity, collaboration, and technological advancement across diverse domains."
https://docs.dyte.io/community-packages/device-emulator,,Introduction | Dyte Docs,,"For a product, integration tests are one of the crucial part that improves quality & stability. For a WebRTC based solution like Dyte, having integration tests that can test multi-user call with Audio/Video on is necessary."
https://docs.dyte.io/community-packages/device-emulator/examples,,Examples | Dyte Docs,,Here is a demo that will help you demonstrate the usage of device emulator https://device-emulator.vercel.app.
https://docs.dyte.io/faq,,Dyte Docs,,No meta description found
https://docs.dyte.io/flutter,,Introduction | Dyte Docs,,Beginner's guide to Dyte's Flutter UI Kit.
https://docs.dyte.io/flutter-core,,Quickstart | Dyte Docs,,Quickstart guide for android mobile core.
https://docs.dyte.io/flutter-core/chat/introduction,,Introducing chat | Dyte Docs,,Send and receive chat messages in a meeting.
https://docs.dyte.io/flutter-core/chat/receiving-chat-messages,,Receiving chat messages | Dyte Docs,,Receive chat messages that has been sent in a meeting.
https://docs.dyte.io/flutter-core/chat/sending-a-chat-message,,Sending a chat message | Dyte Docs,,Send a chat message in a meeting.
https://docs.dyte.io/flutter-core/livestream/dyte-livestream-listener,,Livestream Event Listeners | Dyte Docs,,Livestream events to listen to for triggering
https://docs.dyte.io/flutter-core/livestream/dyte-livestream-object,,Livestream Objects and Methods | Dyte Docs,,Livestream object containing all livestream related data and methods.
https://docs.dyte.io/flutter-core/livestream/introduction,,Introduction | Dyte Docs,,Control livestreaming in your product.
https://docs.dyte.io/flutter-core/local-user/events,,Events | Dyte Docs,,Local user events guide.
https://docs.dyte.io/flutter-core/local-user/introduction,,Introduction | Dyte Docs,,Local user setup guide.
https://docs.dyte.io/flutter-core/local-user/manage-media-devices,,Manage Media Devices | Dyte Docs,,Local user media guide to manage media permissions.
https://docs.dyte.io/flutter-core/participants/events,,Participant Events | Dyte Docs,,Event handling for participants.
https://docs.dyte.io/flutter-core/participants/introduction,,Introduction | Dyte Docs,,"Events, methods and data pertaining to meeting participants."
https://docs.dyte.io/flutter-core/participants/participant-object,,The participant object | Dyte Docs,,The object corresponding to a particular participant.
https://docs.dyte.io/flutter-core/polls/creating-a-poll,,Creating a poll | Dyte Docs,,Create polls in a meeting.
https://docs.dyte.io/flutter-core/polls/introduction,,Introduction | Dyte Docs,,"Create, receive and interact with polls in a meeting."
https://docs.dyte.io/flutter-core/polls/voting-on-a-poll,,Voting on a poll | Dyte Docs,,Voting on polls in a meeting.
https://docs.dyte.io/flutter-core/recording,,Recording | Dyte Docs,,Control recordings in a meeting.
https://docs.dyte.io/flutter-core/room-metadata,,Room Metadata | Dyte Docs,,All metadata pertaining to a meeting.
https://docs.dyte.io/flutter/design-token,,Design System | Dyte Docs,,Design guide for Flutter UI Kit.
https://docs.dyte.io/flutter/quickstart,,Quickstart | Dyte Docs,,Quickstart guide for Dyte's Flutter UI Kit.
https://docs.dyte.io/getting-started,,Introduction to Dyte | Dyte Docs,,A short guide on how to integrate dyte and how dyte works with your application
https://docs.dyte.io/guides,,Guides | Dyte Docs,,<CardSection
https://docs.dyte.io/guides/capabilities/ai,,Meeting AI | Dyte Docs,,"Learn how you can harnesses the power of Artificial Intelligence in Dyte meetings to perform transcription, summarization, and so on."
https://docs.dyte.io/guides/capabilities/ai/meeting-transcription,,Meeting Transcription | Dyte Docs,,"The meeting transcription feature is currently in alpha, which means it is still being tested and evaluated, and may undergo some change. This feature is not accessible to the public at the moment and will be activated solely upon request, subject to our team's assessment of your usage and needs. If you wish to have this feature enabled for your organization, please get in touch with us."
https://docs.dyte.io/guides/capabilities/breakoutroom/create-breakout-rooms,,Create a Breakout Room | Dyte Docs,,"Breakout rooms allow the participants to split in separate sessions. The host can create breakout rooms, assign participants, start and close the breakout rooms."
https://docs.dyte.io/guides/capabilities/breakoutroom/introduction-breakout-rooms,,Introduction to Dyte’s Breakout Rooms | Dyte Docs,,"The breakout rooms feature is currently in beta, which means it is still being tested and evaluated, and may undergo some change. Please contact us if you encounter any issues or have suggestions for improvements to the feature."
https://docs.dyte.io/guides/capabilities/customization,,Customize Your Meetings | Dyte Docs,,"Learn to customize the UI to your preferences by adding custom buttons, customizing icons, personalizing the text to align with your specific locale needs."
https://docs.dyte.io/guides/capabilities/customization/add-button-control-bar,,Add a Custom Button to the Control Bar | Dyte Docs,,"Dyte's UI kit provides a convenient solution for customizing the UI of your Dyte meetings including control bar. The control bar is an essential component of any meeting platform, allowing users to access various meeting controls such as audio and video settings, screen sharing, recording, and more. Using Dyte's UI kit you can customize the control bar, for example, add a hand-raise button, rename a button, and so on."
https://docs.dyte.io/guides/capabilities/customization/add-virtual-background,,Add Virtual Background to Dyte Meetings | Dyte Docs,,"The virtual background feature allows you to enhance your video experience in various settings such as online meetings and conferences, virtual classrooms, live streaming sessions, and more. With a virtual background, you gain the flexibility to modify your background by blurring it, applying solid colors, or incorporating custom images. This capability allows for personalization and customization of your video environment, enabling you to create a more tailored visual experience."
https://docs.dyte.io/guides/capabilities/customization/customize-meeting-icons/angular-custom-icons,,Angular Applications | Dyte Docs,,"Dyte's UI Kit provides all the necessary UI components to allow complete customization of all its UI Kit components. You can customize your meeting icons such as chat, clock, leave meeting, mic on and off, and more."
https://docs.dyte.io/guides/capabilities/customization/customize-meeting-icons/react-custom-iconpack,,React Applications | Dyte Docs,,"Dyte's UI Kit provides all the necessary UI components to allow complete customization of all its UI Kit components. You can customize your meeting icons such as chat, clock, leave meeting, mic on and off, and more."
https://docs.dyte.io/guides/capabilities/customization/customize-meeting-icons/web-comp-custom-icon,,Web Components | Dyte Docs,,"Dyte's UI Kit provides all the necessary UI components to allow complete customization of all its UI Kit components. You can customize your meeting icons such as chat, clock, leave meeting, mic on and off, and more."
https://docs.dyte.io/guides/capabilities/customization/customize-meeting-locale/angular-custom-locale,,Angular Applications | Dyte Docs,,Dyte's UI Kit allows you to customize all the text within the video call interface. You can personalize the text to align with your specific locale needs.
https://docs.dyte.io/guides/capabilities/customization/customize-meeting-locale/fluttter-custom-locale,,Flutter | Dyte Docs,,Dyte's UI Kit allows you to customize all the text within the video call interface. You can personalize the text to align with your specific locale needs.
https://docs.dyte.io/guides/capabilities/customization/customize-meeting-locale/react-custom-locale,,React Applications | Dyte Docs,,Dyte's UI Kit allows you to customize all the text within the video call interface. You can personalize the text to align with your specific locale needs.
https://docs.dyte.io/guides/capabilities/customization/customize-meeting-locale/web-comp-custom-locale,,Web Components | Dyte Docs,,Dyte's UI Kit allows you to customize all the text within the video call interface. You can personalize the text to align with your specific locale needs.
https://docs.dyte.io/guides/capabilities/embed,,No code Integration | Dyte Docs,,You can easily integrate Dyte into your project without any SDK using an iFrame. An iFrame is a quick and easy way to embed a live video solution into your own website or application without modifying the underlying code.
https://docs.dyte.io/guides/capabilities/export-chat-dump,,Export Chat Dump of a Session | Dyte Docs,,You can programmatically retrieve all chat messages of a Dyte session in the following ways:
https://docs.dyte.io/guides/capabilities/livestreaming-other-platforms,,Restream to Social Platforms | Dyte Docs,,Dyte can restream your meeting to any platform that supports an RTMP
https://docs.dyte.io/guides/capabilities/presets,,Presets | Dyte Docs,,"A preset is a set of permissions and UI configurations that are applied to participants for different meeting types such as Group Call, Webinar, and Livestream. The presets define how a meeting will appear visually and functional aspects of the meeting. They allow customization options like setting maximum number of participants on-screen, permissions to share screen, enabling poll creation, disabling video and audio, adjusting text color, configuring plugins, etc."
https://docs.dyte.io/guides/capabilities/recording,,Recording | Dyte Docs,,"Learn how Dyte records the audio and video of multiple users in a meeting, as well as interacts with Dyte plugins, in a single file using composite recording mode."
https://docs.dyte.io/guides/capabilities/recording/add-watermark,,Add Watermark to your Recording | Dyte Docs,,"Dyte's watermark feature enables you to include an image as a watermark in your recording. To add watermark, configure the following parameters to videoconfig in the Start recording API."
https://docs.dyte.io/guides/capabilities/recording/configure-audio-codec,,Set Audio Configurations | Dyte Docs,,Recording audio requires configuring the codec and channel parameters to guarantee optimal quality and compatibility with your application's demands.
https://docs.dyte.io/guides/capabilities/recording/configure-codecs,,Configure Video Settings | Dyte Docs,,"Video codecs are software programs that compress and decompress digital video data for transmission, storage, or playback. Configuring the appropriate video codec can help reduce file size, enhance video quality, and ensure compatibility with different playback devices."
https://docs.dyte.io/guides/capabilities/recording/configure-dyte-bucket-config,,Manage Dyte's Default Recording Upload Settings | Dyte Docs,,"Once the recording is complete, by default, Dyte uploads all recordings to Dyte's S3 bucket in the AWS ap-south-1 region. Additionally, a presigned URL is generated with a 7-day expiry. The recording can be accessed using the downloadUrl associated with each recording."
https://docs.dyte.io/guides/capabilities/recording/create-record-app-using-sdks,,Create Custom Recording App Using Recording SDKs | Dyte Docs,,"When you join a Dyte meeting, the meeting layout is automatically designed to optimize your experience. This includes focusing on shared content and highlighting active speakers, while participants are shown in small thumbnail views. When you start recording the meeting, it is recorded with the same layout using the default UI kit component called DyteGrid."
https://docs.dyte.io/guides/capabilities/recording/custom-cloud-storage,,Publish Recorded File to Your Cloud Provider | Dyte Docs,,You can pass an optional object storage_config in the start recording request
https://docs.dyte.io/guides/capabilities/recording/interactive-recording,,Interactive Recordings with Timed Metadata | Dyte Docs,,Dyte's interactive recording feature allows you to add timed metadata to your video stream. Timed metadata serves as cue points for clients to display information and trigger time-aligned actions. The metadata is available to clients in the form of ID3 tags on the playback timeline.
https://docs.dyte.io/guides/capabilities/recording/livestream-recording,,Livestream the Recording to an External RTMP Endpoint | Dyte Docs,,"You can stream Dyte recordings in real-time to any external RTMP endpoint (such as YouTube, Facebook, LinkedIn, Restream, Twitch, etc.) while the meeting is in progress."
https://docs.dyte.io/guides/capabilities/recording/manage-recording-config-hierarchy,,Manage Recording Config Precedence Order | Dyte Docs,,This document provides an overview of the precedence structure for managing recording configurations within our system. It explains how various configuration levels interact and prioritize settings. The recording configuration can be defined at three different levels:
https://docs.dyte.io/guides/capabilities/recording/monitor-status,,Monitor Recording Status | Dyte Docs,,There are two ways you can track what state a recording is in or view more
https://docs.dyte.io/guides/capabilities/recording/recording-overview,,Recording Overview | Dyte Docs,,Recording a meeting means storing a video and audio call of a meeting to a file
https://docs.dyte.io/guides/capabilities/recording/start-recording,,Start Recording a Meeting | Dyte Docs,,This topic explains how to use Dyte to implement composite recording.
https://docs.dyte.io/guides/capabilities/recording/stop-recording,,Stop Recording a Meeting | Dyte Docs,,Dyte recordings can be stopped in any of the following ways:
https://docs.dyte.io/guides/capabilities/sip,,SIP Interconnect | Dyte Docs,,Introduction
https://docs.dyte.io/guides/capabilities/webhooks,,Webhooks and Events | Dyte Docs,,Learn how Dyte uses webhooks to push real-time updates to your applications.
https://docs.dyte.io/guides/capabilities/webhooks/signatures,,Verify Webhooks Using Dyte's Signature and Webhook ID | Dyte Docs,,You can verify webhooks using Dyte's signature and webhook IDs.
https://docs.dyte.io/guides/capabilities/webhooks/webhook-events,,Webhook Events List | Dyte Docs,,This topic provides an up-to-date list of all the events that can be used with
https://docs.dyte.io/guides/capabilities/webhooks/webhooks-and-events,,Set Up Webhooks to Receive Real-time Updates | Dyte Docs,,This topic explains how to set up webhooks to receive real-time updates for
https://docs.dyte.io/guides/capabilities/webhooks/webhooks-overview,,Webhooks Overview | Dyte Docs,,Webhooks are
https://docs.dyte.io/guides/capabilities/webinar/intro-webinar,,Introduction to Dyte’s Webinar | Dyte Docs,,"A webinar is an interactive online event where individuals or organizations share information, deliver presentations, and engage with a remote audience over the internet. It involves a host or presenter who shares content or expertise with participants from different locations. Webinars offer features like live chat, polls, Q&A sessions, and audio/video interactions for active participant engagement. They are used for education, marketing, training, and other real-time online events."
https://docs.dyte.io/guides/live-video/build-live-video-app,,Integrate Dyte | Dyte Docs,,<IntegrateDyte
https://docs.dyte.io/guides/live-video/client-setup,,Client Setup | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/live-video/client-setup/android,,Android | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/live-video/client-setup/angular,,Angular | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/live-video/client-setup/flutter,,Flutter | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/live-video/client-setup/ios,,iOS | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/live-video/client-setup/javascript,,Javascript | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/live-video/client-setup/react,,React | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/live-video/concepts-live-video,,Concepts | Dyte Docs,,This topic covers essential concepts related to Dyte Live Video applications.
https://docs.dyte.io/guides/live-video/intro-video-conf,,Overview | Dyte Docs,,"Dyte's live video platform, built upon WebRTC, enables you to seamlessly incorporate real-time communication features into your web and mobile applications. Using Dyte's REST APIs and client-side SDKs, you can effortlessly acquire, transmit, and play media while efficiently managing network connections within your applications. All Dyte live video calls come with in-built noise cancellation (powered by Krisp)."
https://docs.dyte.io/guides/livestream/advanced/configuring-permissions,,Configure Permissions | Dyte Docs,,Presets
https://docs.dyte.io/guides/livestream/advanced/livestream-any-rtmp,,Custom / RTMP Video Input | Dyte Docs,,Dyte can livestream video from any applications like
https://docs.dyte.io/guides/livestream/build-livestream-app,,Integrate Dyte | Dyte Docs,,<IntegrateDyte
https://docs.dyte.io/guides/livestream/client-setup,,Client Setup | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/livestream/client-setup/android,,Android | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/livestream/client-setup/angular,,Angular | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/livestream/client-setup/flutter,,Flutter | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/livestream/client-setup/ios,,iOS | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/livestream/client-setup/javascript,,HTML | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/livestream/client-setup/react,,React | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/livestream/concepts-ils,,Concepts | Dyte Docs,,"This topic covers essential concepts related to Dyte's interactive live streaming (ILS). For the concepts related to live video applications, see Video Conferencing concepts."
https://docs.dyte.io/guides/livestream/livestream-overview,,Overview | Dyte Docs,,"Livestreaming is the real-time broadcasting of video or audio content over the internet, enabling viewers to watch and interact with events as they happen. Dyte offers livestreaming services to facilitates one-to-many communication, where a single source streams the content to multiple viewers or participants. It enables the hosts and participants to engage and interact during the stream, creating an interactive live streaming (ILS) experience."
https://docs.dyte.io/guides/migration/opentok/concept-media-opentok,,Concepts: Media | Dyte Docs,,This topic compares how OpenTok and Dyte handle media publishing and subscription behavior.
https://docs.dyte.io/guides/migration/opentok/concepts-opentok-vs-dyte,,Concepts: Basics | Dyte Docs,,This topic guides you through the standard practices utilized in OpenTok Video API and illustrates how they correspond with Dyte's API. The main purpose of this tutorial is to support you in migrating an existing application from OpenTok to Dyte's video and audio APIs.
https://docs.dyte.io/guides/migration/opentok/opentok-shim-by-dyte,,Migrate from OpenTok to Dyte with Shim | Dyte Docs,,The OpenTok Shim by Dyte is a package that allows you to migrate your video calling applications from OpenTok to Dyte infrastructure.
https://docs.dyte.io/guides/migration/twilio/compatibility-shim-twilio,,Supported Features: Dyte Shim for Twilio | Dyte Docs,,The Twilio Shim is a library that allows you to migrate your Twilio real-time communication apps to Dyte platform.
https://docs.dyte.io/guides/migration/twilio/concept-media,,Concepts: Media | Dyte Docs,,This topic compares how Twilio and Dyte handle media publishing and subscription behavior.
https://docs.dyte.io/guides/migration/twilio/concepts-twilio-vs-dyte,,Concepts: Basics | Dyte Docs,,This topic guides you through the standard practices utilized in Twilio Video API and illustrates how they correspond with Dyte's API. The main purpose of this tutorial is to support you in migrating an existing application from Twilio to Dyte's video and audio APIs.
https://docs.dyte.io/guides/migration/twilio/twilio-shim-by-dyte,,Migrate from Twilio to Dyte with Shim | Dyte Docs,,The Twilio Shim by Dyte is a package that allows you to migrate your video calling applications from Twilio to Dyte infrastructure.
https://docs.dyte.io/guides/realtime-chat/build-in-app-chat-exp,,Start Building | Dyte Docs,,"The new Chat SDKs are currently in beta and may not be available for your organization by default. If you would like to use this feature, please contact us and we can enable it for you."
https://docs.dyte.io/guides/realtime-chat/intro-chat,,Overview | Dyte Docs,,"The new Chat SDK is currently in beta and may not be available for your organization by default. If you would like to use this feature, please contact us and we can enable it for you."
https://docs.dyte.io/guides/rest-apis/livestream-dyte-meeting,,Live Stream APIs | Dyte Docs,,This guide provides step-by-step instructions on starting and stopping livestreaming for your Dyte meetings using simple API calls.
https://docs.dyte.io/guides/rest-apis/quickstart,,Quickstart | Dyte Docs,,Dyte’s API follows the
https://docs.dyte.io/guides/v2-migration-guide,,Migrate to v2 REST API | Dyte Docs,,Dyte v2 REST API is now the primary API for Dyte and the focus of development
https://docs.dyte.io/guides/voice-conf/build-voice-app,,Integrate Dyte | Dyte Docs,,<IntegrateDyte
https://docs.dyte.io/guides/voice-conf/client-setup,,Client Setup | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/voice-conf/client-setup/android,,Android | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/voice-conf/client-setup/angular,,Angular | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/voice-conf/client-setup/flutter,,Flutter | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/voice-conf/client-setup/ios,,iOS | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/voice-conf/client-setup/javascript,,Javascript | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/voice-conf/client-setup/react,,React | Dyte Docs,,No meta description found
https://docs.dyte.io/guides/voice-conf/concepts-voice-conf,,Concepts | Dyte Docs,,This topic covers essential concepts related to Dyte's voice applications.
https://docs.dyte.io/guides/voice-conf/intro-voice-conf,,Overview | Dyte Docs,,"Dyte's voice conferencing platform, built upon WebRTC, enables you to seamlessly incorporate real-time communication features into your web and mobile applications. Using Dyte's REST APIs and client-side SDKs, you can effortlessly acquire, transmit, and play media while efficiently managing network connections within your applications. Dyte's voice conferencing comes with in-built noise cancellation (powered by Krisp)."
https://docs.dyte.io/ios,,Introduction | Dyte Docs,,Beginner's guide to Dyte's iOS UI Kit.
https://docs.dyte.io/ios-core,,Quickstart | Dyte Docs,,Quickstart guide for iOS mobile core.
https://docs.dyte.io/ios-core/chat/introduction,,Introducing chat | Dyte Docs,,Send and receive chat messages in a meeting.
https://docs.dyte.io/ios-core/chat/receiving-chat-messages,,Receiving chat messages | Dyte Docs,,Receive chat messages that has been sent in a meeting.
https://docs.dyte.io/ios-core/chat/sending-a-chat-message,,Sending a chat message | Dyte Docs,,Send a chat message in a meeting.
https://docs.dyte.io/ios-core/livestream/dyte-livestream-listener,,Livestream event listeners | Dyte Docs,,Livestream events to listen to for triggering
https://docs.dyte.io/ios-core/livestream/dyte-livestream-object,,Livestream objects & methods | Dyte Docs,,Livestream object containing all livestream related data and methods.
https://docs.dyte.io/ios-core/livestream/introduction,,Introduction | Dyte Docs,,Control livestreaming in your product.
https://docs.dyte.io/ios-core/local-user/events,,Events | Dyte Docs,,Local user events guide.
https://docs.dyte.io/ios-core/local-user/introduction,,Introduction | Dyte Docs,,Local user setup guide.
https://docs.dyte.io/ios-core/local-user/manage-media-devices,,Manage Media Devices | Dyte Docs,,Local user media guide to manage media permissions.
https://docs.dyte.io/ios-core/local-user/manage-permissions,,Media Permissions | Dyte Docs,,Local user media guide to manage media permissions.
https://docs.dyte.io/ios-core/participants/events,,Participant Events | Dyte Docs,,Event handling for participants.
https://docs.dyte.io/ios-core/participants/introduction,,Introduction | Dyte Docs,,"Events, methods and data pertaining to meeting participants."
https://docs.dyte.io/ios-core/participants/participant-object,,The participant object | Dyte Docs,,The object corresponding to a particular participant.
https://docs.dyte.io/ios-core/plugins,,Plugins | Dyte Docs,,Interact with plugins in a meeting.
https://docs.dyte.io/ios-core/polls/creating-a-poll,,Creating a poll | Dyte Docs,,Create polls in a meeting.
https://docs.dyte.io/ios-core/polls/introduction,,Introduction | Dyte Docs,,"Create, receive and interact with polls in a meeting."
https://docs.dyte.io/ios-core/polls/voting-on-a-poll,,Voting on a poll | Dyte Docs,,Voting on polls in a meeting.
https://docs.dyte.io/ios-core/recording,,Recording | Dyte Docs,,Control recordings in a meeting.
https://docs.dyte.io/ios-core/room/room-connection-events,,Room Connection Events | Dyte Docs,,Room connection events guide.
https://docs.dyte.io/ios-core/room/room-metadata,,Room Metadata | Dyte Docs,,All metadata pertaining to a meeting.
https://docs.dyte.io/ios-core/waitlist-events,,Waitlist Events | Dyte Docs,,Waitlist Events Listener
https://docs.dyte.io/ios-core/webinar/introduction,,Join and Leave Stage using Dyte's Webinar Platform | Dyte Docs,,Conduct webinar meetings with fine level of access controls.
https://docs.dyte.io/ios-core/webinar/stage-management,,Manage Stage in Dyte's Webinar | Dyte Docs,,Manage the stage as per your convinience.
https://docs.dyte.io/ios/events,,Events | Dyte Docs,,Local User - Events
https://docs.dyte.io/ios/quickstart,,Quickstart | Dyte Docs,,This quickstart shows how to use Dyte's iOS UI Kit SDK to add live video and
